Words,Similarity_Score,Paragraph_Numbers,Count,Paragraphs,Path
not employers,0.59,6,1,"ms hewitt also stressed the plans would be paid for by taxpayers, not employers. but david frost, director general of the british chambers of commerce, warned that many small firms could be ""crippled"" by the move. ""while the majority of any salary costs may be covered by the government's statutory pay, recruitment costs, advertising costs, retraining costs and the strain on the company will not be,"" he said. further details of the government's plans will be outlined on monday. new mothers are currently entitled to 90% of average earnings for the first six weeks after giving birth, followed by £102.80 a week until the baby is six months old.",bbc_doc/politics/001.docx
more women,0.59,5,1,"she said the conservatives would announce their proposals closer to the general election. liberal democrat spokeswoman for women sandra gidley said: ""while mothers would welcome any extra maternity pay the liberal democrats feel this money is being misdirected."" she said her party would boost maternity pay in the first six months to allow more women to stay at home in that time.",bbc_doc/politics/001.docx
allow,0.59,4,2,"ms hewitt said: ""we have already doubled the length of maternity pay, it was 13 weeks when we were elected, we have already taken it up to 26 weeks. ""we are going to extend the pay to nine months by 2007 and the aim is to get it right up to the full 12 months by the end of the next parliament."" she said new mothers were already entitled to 12 months leave, but that many women could not take it as only six of those months were paid. ""we have made a firm commitment. we will definitely extend the maternity pay, from the six months where it now is to nine months, that's the extra £1,400."" she said ministers would consult on other proposals that could see fathers being allowed to take some of their partner's maternity pay or leave period, or extending the rights of flexible working to carers or parents of older children. the shadow secretary of state for the family, theresa may, said: ""these plans were announced by gordon brown in his pre-budget review in december and tony blair is now recycling it in his desperate bid to win back women voters.""",bbc_doc/politics/001.docx
,,5,,"she said the conservatives would announce their proposals closer to the general election. liberal democrat spokeswoman for women sandra gidley said: ""while mothers would welcome any extra maternity pay the liberal democrats feel this money is being misdirected."" she said her party would boost maternity pay in the first six months to allow more women to stay at home in that time.",
mean paid,0.57,3,1,"it would mean paid leave would be increased to nine months by 2007, ms hewitt told gmtv's sunday programme. other plans include letting maternity pay be given to fathers and extending rights to parents of older children. the tories dismissed the maternity pay plan as ""desperate"", while the liberal democrats said it was misdirected.",bbc_doc/politics/001.docx
many,0.57,4,2,"ms hewitt said: ""we have already doubled the length of maternity pay, it was 13 weeks when we were elected, we have already taken it up to 26 weeks. ""we are going to extend the pay to nine months by 2007 and the aim is to get it right up to the full 12 months by the end of the next parliament."" she said new mothers were already entitled to 12 months leave, but that many women could not take it as only six of those months were paid. ""we have made a firm commitment. we will definitely extend the maternity pay, from the six months where it now is to nine months, that's the extra £1,400."" she said ministers would consult on other proposals that could see fathers being allowed to take some of their partner's maternity pay or leave period, or extending the rights of flexible working to carers or parents of older children. the shadow secretary of state for the family, theresa may, said: ""these plans were announced by gordon brown in his pre-budget review in december and tony blair is now recycling it in his desperate bid to win back women voters.""",bbc_doc/politics/001.docx
,,6,,"ms hewitt also stressed the plans would be paid for by taxpayers, not employers. but david frost, director general of the british chambers of commerce, warned that many small firms could be ""crippled"" by the move. ""while the majority of any salary costs may be covered by the government's statutory pay, recruitment costs, advertising costs, retraining costs and the strain on the company will not be,"" he said. further details of the government's plans will be outlined on monday. new mothers are currently entitled to 90% of average earnings for the first six weeks after giving birth, followed by £102.80 a week until the baby is six months old.",
many small,0.57,6,1,"ms hewitt also stressed the plans would be paid for by taxpayers, not employers. but david frost, director general of the british chambers of commerce, warned that many small firms could be ""crippled"" by the move. ""while the majority of any salary costs may be covered by the government's statutory pay, recruitment costs, advertising costs, retraining costs and the strain on the company will not be,"" he said. further details of the government's plans will be outlined on monday. new mothers are currently entitled to 90% of average earnings for the first six weeks after giving birth, followed by £102.80 a week until the baby is six months old.",bbc_doc/politics/001.docx
other,0.57,2,5,"maternity pay for new mothers is to rise by £1,400 as part of new proposals announced by the trade and industry secretary patricia hewitt.",bbc_doc/politics/001.docx
,,3,,"it would mean paid leave would be increased to nine months by 2007, ms hewitt told gmtv's sunday programme. other plans include letting maternity pay be given to fathers and extending rights to parents of older children. the tories dismissed the maternity pay plan as ""desperate"", while the liberal democrats said it was misdirected.",
,,4,,"ms hewitt said: ""we have already doubled the length of maternity pay, it was 13 weeks when we were elected, we have already taken it up to 26 weeks. ""we are going to extend the pay to nine months by 2007 and the aim is to get it right up to the full 12 months by the end of the next parliament."" she said new mothers were already entitled to 12 months leave, but that many women could not take it as only six of those months were paid. ""we have made a firm commitment. we will definitely extend the maternity pay, from the six months where it now is to nine months, that's the extra £1,400."" she said ministers would consult on other proposals that could see fathers being allowed to take some of their partner's maternity pay or leave period, or extending the rights of flexible working to carers or parents of older children. the shadow secretary of state for the family, theresa may, said: ""these plans were announced by gordon brown in his pre-budget review in december and tony blair is now recycling it in his desperate bid to win back women voters.""",
,,5,,"she said the conservatives would announce their proposals closer to the general election. liberal democrat spokeswoman for women sandra gidley said: ""while mothers would welcome any extra maternity pay the liberal democrats feel this money is being misdirected."" she said her party would boost maternity pay in the first six months to allow more women to stay at home in that time.",
,,6,,"ms hewitt also stressed the plans would be paid for by taxpayers, not employers. but david frost, director general of the british chambers of commerce, warned that many small firms could be ""crippled"" by the move. ""while the majority of any salary costs may be covered by the government's statutory pay, recruitment costs, advertising costs, retraining costs and the strain on the company will not be,"" he said. further details of the government's plans will be outlined on monday. new mothers are currently entitled to 90% of average earnings for the first six weeks after giving birth, followed by £102.80 a week until the baby is six months old.",
get,0.55,4,1,"ms hewitt said: ""we have already doubled the length of maternity pay, it was 13 weeks when we were elected, we have already taken it up to 26 weeks. ""we are going to extend the pay to nine months by 2007 and the aim is to get it right up to the full 12 months by the end of the next parliament."" she said new mothers were already entitled to 12 months leave, but that many women could not take it as only six of those months were paid. ""we have made a firm commitment. we will definitely extend the maternity pay, from the six months where it now is to nine months, that's the extra £1,400."" she said ministers would consult on other proposals that could see fathers being allowed to take some of their partner's maternity pay or leave period, or extending the rights of flexible working to carers or parents of older children. the shadow secretary of state for the family, theresa may, said: ""these plans were announced by gordon brown in his pre-budget review in december and tony blair is now recycling it in his desperate bid to win back women voters.""",bbc_doc/politics/001.docx
more,0.69,2,1,the information commissioner says he is urgently asking for details of cabinet office orders telling staff to delete e-mails more than three months old.,bbc_doc/politics/002.docx
mails more,0.64,2,1,the information commissioner says he is urgently asking for details of cabinet office orders telling staff to delete e-mails more than three months old.,bbc_doc/politics/002.docx
further use,0.64,6,1,"""if in doubt retain, that has been the long-standing principle of the civil service and public authorities. it's only when you've got no further use for the particular record that it may be legitimate to destroy it. ""but any deliberate destruction to avoid the possibility of later disclosure is to be totally condemned."" the freedom of information act will cover england, wales and northern ireland from next year. similar measures are being brought in at the same time in scotland. it provides the public with a right of access to information held by about 100,000 public bodies, subject to various exemptions. its implementation will be monitored by the information commissioner.",bbc_doc/politics/002.docx
should only,0.62,3,1,"richard thomas ""totally condemned"" the deletion of e-mails to prevent their disclosure under freedom of information laws coming into force on 1 january. government guidance said e-mails should only be deleted if they served ""no current purpose"", mr thomas said. the tories and the lib dems have questioned the timing of the new rules.",bbc_doc/politics/002.docx
not about,0.62,4,1,"tory leader michael howard has written to tony blair demanding an explanation of the new rules on e-mail retention. on monday lib dem constitutional affairs committee chairman alan beith warned that the deletion of millions of government e-mails could harm the ability of key probes like the hutton inquiry. the timing of the new rules just before the freedom of information act comes into forces was ""too unlikely to have been a coincidence"", mr beith said. but a cabinet office spokeswoman said the move was not about the new laws or ""the destruction of important records"". mr beith urged the information commissioner to look at how the ""e-mail regime"" could ""support the freedom of information regime"".",bbc_doc/politics/002.docx
only,0.61,3,2,"richard thomas ""totally condemned"" the deletion of e-mails to prevent their disclosure under freedom of information laws coming into force on 1 january. government guidance said e-mails should only be deleted if they served ""no current purpose"", mr thomas said. the tories and the lib dems have questioned the timing of the new rules.",bbc_doc/politics/002.docx
,,6,,"""if in doubt retain, that has been the long-standing principle of the civil service and public authorities. it's only when you've got no further use for the particular record that it may be legitimate to destroy it. ""but any deliberate destruction to avoid the possibility of later disclosure is to be totally condemned."" the freedom of information act will cover england, wales and northern ireland from next year. similar measures are being brought in at the same time in scotland. it provides the public with a right of access to information held by about 100,000 public bodies, subject to various exemptions. its implementation will be monitored by the information commissioner.",
only when,0.6,6,1,"""if in doubt retain, that has been the long-standing principle of the civil service and public authorities. it's only when you've got no further use for the particular record that it may be legitimate to destroy it. ""but any deliberate destruction to avoid the possibility of later disclosure is to be totally condemned."" the freedom of information act will cover england, wales and northern ireland from next year. similar measures are being brought in at the same time in scotland. it provides the public with a right of access to information held by about 100,000 public bodies, subject to various exemptions. its implementation will be monitored by the information commissioner.",bbc_doc/politics/002.docx
same time,0.6,6,1,"""if in doubt retain, that has been the long-standing principle of the civil service and public authorities. it's only when you've got no further use for the particular record that it may be legitimate to destroy it. ""but any deliberate destruction to avoid the possibility of later disclosure is to be totally condemned."" the freedom of information act will cover england, wales and northern ireland from next year. similar measures are being brought in at the same time in scotland. it provides the public with a right of access to information held by about 100,000 public bodies, subject to various exemptions. its implementation will be monitored by the information commissioner.",bbc_doc/politics/002.docx
not,0.6,4,1,"tory leader michael howard has written to tony blair demanding an explanation of the new rules on e-mail retention. on monday lib dem constitutional affairs committee chairman alan beith warned that the deletion of millions of government e-mails could harm the ability of key probes like the hutton inquiry. the timing of the new rules just before the freedom of information act comes into forces was ""too unlikely to have been a coincidence"", mr beith said. but a cabinet office spokeswoman said the move was not about the new laws or ""the destruction of important records"". mr beith urged the information commissioner to look at how the ""e-mail regime"" could ""support the freedom of information regime"".",bbc_doc/politics/002.docx
use,0.6,6,1,"""if in doubt retain, that has been the long-standing principle of the civil service and public authorities. it's only when you've got no further use for the particular record that it may be legitimate to destroy it. ""but any deliberate destruction to avoid the possibility of later disclosure is to be totally condemned."" the freedom of information act will cover england, wales and northern ireland from next year. similar measures are being brought in at the same time in scotland. it provides the public with a right of access to information held by about 100,000 public bodies, subject to various exemptions. its implementation will be monitored by the information commissioner.",bbc_doc/politics/002.docx
same,0.58,6,1,"""if in doubt retain, that has been the long-standing principle of the civil service and public authorities. it's only when you've got no further use for the particular record that it may be legitimate to destroy it. ""but any deliberate destruction to avoid the possibility of later disclosure is to be totally condemned."" the freedom of information act will cover england, wales and northern ireland from next year. similar measures are being brought in at the same time in scotland. it provides the public with a right of access to information held by about 100,000 public bodies, subject to various exemptions. its implementation will be monitored by the information commissioner.",bbc_doc/politics/002.docx
access,0.56,6,1,"""if in doubt retain, that has been the long-standing principle of the civil service and public authorities. it's only when you've got no further use for the particular record that it may be legitimate to destroy it. ""but any deliberate destruction to avoid the possibility of later disclosure is to be totally condemned."" the freedom of information act will cover england, wales and northern ireland from next year. similar measures are being brought in at the same time in scotland. it provides the public with a right of access to information held by about 100,000 public bodies, subject to various exemptions. its implementation will be monitored by the information commissioner.",bbc_doc/politics/002.docx
less,0.78,4,2,"ms hewitt also announced a new drive to help women who want to work in male dominated sectors, saying sexism at work was still preventing women reaching their full potential. plans include funding for universities to help female science and engineering graduates find jobs and ""taster courses"" for men and women in non-traditional jobs. women in full-time work earn 19% less than men, according to the equal opportunities commission (eoc).",bbc_doc/politics/003.docx
,,8,,"it has been set up to advise hundreds of companies on equal wage policies. research conducted by the eoc last year revealed that many britons believe the pay gap between men and women is the result of ""natural differences"" between the sexes. women hold less than 10% of the top positions in ftse 100 companies, the police, the judiciary and trade unions, according to their figures. and retired women have just over half the income of their male counterparts on average.",
hold less,0.69,8,1,"it has been set up to advise hundreds of companies on equal wage policies. research conducted by the eoc last year revealed that many britons believe the pay gap between men and women is the result of ""natural differences"" between the sexes. women hold less than 10% of the top positions in ftse 100 companies, the police, the judiciary and trade unions, according to their figures. and retired women have just over half the income of their male counterparts on average.",bbc_doc/politics/003.docx
even,0.65,4,2,"ms hewitt also announced a new drive to help women who want to work in male dominated sectors, saying sexism at work was still preventing women reaching their full potential. plans include funding for universities to help female science and engineering graduates find jobs and ""taster courses"" for men and women in non-traditional jobs. women in full-time work earn 19% less than men, according to the equal opportunities commission (eoc).",bbc_doc/politics/003.docx
,,6,,"""career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""it is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. earlier, she told bbc radio 4's today programme: ""what we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. construction is even worse. ""but it is also about saying childcare jobs are really there for women and not suitable for men. career sexism goes both ways.""",
even worse,0.61,6,1,"""career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""it is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. earlier, she told bbc radio 4's today programme: ""what we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. construction is even worse. ""but it is also about saying childcare jobs are really there for women and not suitable for men. career sexism goes both ways.""",bbc_doc/politics/003.docx
only,0.61,6,1,"""career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""it is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. earlier, she told bbc radio 4's today programme: ""what we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. construction is even worse. ""but it is also about saying childcare jobs are really there for women and not suitable for men. career sexism goes both ways.""",bbc_doc/politics/003.docx
not,0.6,6,1,"""career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""it is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. earlier, she told bbc radio 4's today programme: ""what we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. construction is even worse. ""but it is also about saying childcare jobs are really there for women and not suitable for men. career sexism goes both ways.""",bbc_doc/politics/003.docx
increasingly high,0.59,3,1,"patricia hewitt said the cost of the proposals was being evaluated, but it was an ""increasingly high priority"" and a ""shared goal across government"". ms hewitt was speaking at a gender and productivity seminar organised by the equal opportunities commission (eoc). mothers can currently take up to six months' paid leave - and six unpaid. ms hewitt told the seminar: ""clearly, one of the things we need to do in the future is to extend the period of payment for maternity leave beyond the first six months into the second six months. ""we are looking at how quickly we can do that, because obviously there are cost implications because the taxpayer reimburses the employers for the cost of that.""",bbc_doc/politics/003.docx
both ways,0.59,6,1,"""career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""it is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. earlier, she told bbc radio 4's today programme: ""what we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. construction is even worse. ""but it is also about saying childcare jobs are really there for women and not suitable for men. career sexism goes both ways.""",bbc_doc/politics/003.docx
where only,0.59,6,1,"""career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""it is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. earlier, she told bbc radio 4's today programme: ""what we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. construction is even worse. ""but it is also about saying childcare jobs are really there for women and not suitable for men. career sexism goes both ways.""",bbc_doc/politics/003.docx
not suitable,0.59,6,1,"""career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""it is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. earlier, she told bbc radio 4's today programme: ""what we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. construction is even worse. ""but it is also about saying childcare jobs are really there for women and not suitable for men. career sexism goes both ways.""",bbc_doc/politics/003.docx
only 10,0.58,6,1,"""career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""it is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. earlier, she told bbc radio 4's today programme: ""what we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. construction is even worse. ""but it is also about saying childcare jobs are really there for women and not suitable for men. career sexism goes both ways.""",bbc_doc/politics/003.docx
many,0.57,8,1,"it has been set up to advise hundreds of companies on equal wage policies. research conducted by the eoc last year revealed that many britons believe the pay gap between men and women is the result of ""natural differences"" between the sexes. women hold less than 10% of the top positions in ftse 100 companies, the police, the judiciary and trade unions, according to their figures. and retired women have just over half the income of their male counterparts on average.",bbc_doc/politics/003.docx
some cases,0.57,6,1,"""career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""it is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. earlier, she told bbc radio 4's today programme: ""what we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. construction is even worse. ""but it is also about saying childcare jobs are really there for women and not suitable for men. career sexism goes both ways.""",bbc_doc/politics/003.docx
just over,0.57,8,1,"it has been set up to advise hundreds of companies on equal wage policies. research conducted by the eoc last year revealed that many britons believe the pay gap between men and women is the result of ""natural differences"" between the sexes. women hold less than 10% of the top positions in ftse 100 companies, the police, the judiciary and trade unions, according to their figures. and retired women have just over half the income of their male counterparts on average.",bbc_doc/politics/003.docx
being paid,0.56,7,1,"she added that while progress had been made, there was still a gap in pay figures. ""the average woman working full-time is being paid about 80p for every pound a man is earning. for women working part-time it is 60p."" the department for trade and industry will also provide funding to help a new pay experts panel run by the tuc.",bbc_doc/politics/003.docx
typically,0.56,6,1,"""career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""it is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. earlier, she told bbc radio 4's today programme: ""what we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. construction is even worse. ""but it is also about saying childcare jobs are really there for women and not suitable for men. career sexism goes both ways.""",bbc_doc/politics/003.docx
simply,0.56,6,1,"""career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""it is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. earlier, she told bbc radio 4's today programme: ""what we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. construction is even worse. ""but it is also about saying childcare jobs are really there for women and not suitable for men. career sexism goes both ways.""",bbc_doc/politics/003.docx
full potential,0.56,4,2,"ms hewitt also announced a new drive to help women who want to work in male dominated sectors, saying sexism at work was still preventing women reaching their full potential. plans include funding for universities to help female science and engineering graduates find jobs and ""taster courses"" for men and women in non-traditional jobs. women in full-time work earn 19% less than men, according to the equal opportunities commission (eoc).",bbc_doc/politics/003.docx
,,6,,"""career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""it is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. earlier, she told bbc radio 4's today programme: ""what we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. construction is even worse. ""but it is also about saying childcare jobs are really there for women and not suitable for men. career sexism goes both ways.""",
still preventing,0.56,4,1,"ms hewitt also announced a new drive to help women who want to work in male dominated sectors, saying sexism at work was still preventing women reaching their full potential. plans include funding for universities to help female science and engineering graduates find jobs and ""taster courses"" for men and women in non-traditional jobs. women in full-time work earn 19% less than men, according to the equal opportunities commission (eoc).",bbc_doc/politics/003.docx
because obviously,0.56,3,1,"patricia hewitt said the cost of the proposals was being evaluated, but it was an ""increasingly high priority"" and a ""shared goal across government"". ms hewitt was speaking at a gender and productivity seminar organised by the equal opportunities commission (eoc). mothers can currently take up to six months' paid leave - and six unpaid. ms hewitt told the seminar: ""clearly, one of the things we need to do in the future is to extend the period of payment for maternity leave beyond the first six months into the second six months. ""we are looking at how quickly we can do that, because obviously there are cost implications because the taxpayer reimburses the employers for the cost of that.""",bbc_doc/politics/003.docx
months should,0.56,2,1,"plans to extend paid maternity leave beyond six months should be prominent in labour's election manifesto, the trade and industry secretary has said.",bbc_doc/politics/003.docx
because,0.56,3,1,"patricia hewitt said the cost of the proposals was being evaluated, but it was an ""increasingly high priority"" and a ""shared goal across government"". ms hewitt was speaking at a gender and productivity seminar organised by the equal opportunities commission (eoc). mothers can currently take up to six months' paid leave - and six unpaid. ms hewitt told the seminar: ""clearly, one of the things we need to do in the future is to extend the period of payment for maternity leave beyond the first six months into the second six months. ""we are looking at how quickly we can do that, because obviously there are cost implications because the taxpayer reimburses the employers for the cost of that.""",bbc_doc/politics/003.docx
need,0.55,3,1,"patricia hewitt said the cost of the proposals was being evaluated, but it was an ""increasingly high priority"" and a ""shared goal across government"". ms hewitt was speaking at a gender and productivity seminar organised by the equal opportunities commission (eoc). mothers can currently take up to six months' paid leave - and six unpaid. ms hewitt told the seminar: ""clearly, one of the things we need to do in the future is to extend the period of payment for maternity leave beyond the first six months into the second six months. ""we are looking at how quickly we can do that, because obviously there are cost implications because the taxpayer reimburses the employers for the cost of that.""",bbc_doc/politics/003.docx
paid about,0.55,7,1,"she added that while progress had been made, there was still a gap in pay figures. ""the average woman working full-time is being paid about 80p for every pound a man is earning. for women working part-time it is 60p."" the department for trade and industry will also provide funding to help a new pay experts panel run by the tuc.",bbc_doc/politics/003.docx
assume someone,0.55,6,1,"""career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""it is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. earlier, she told bbc radio 4's today programme: ""what we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. construction is even worse. ""but it is also about saying childcare jobs are really there for women and not suitable for men. career sexism goes both ways.""",bbc_doc/politics/003.docx
much smaller,0.66,3,1,the much trailed decision was ratified by labour's ruling national executive committee in a break with the traditional choice of a seaside venue. it will be the first time since 1917 that the party has chosen manchester to host the annual event. blackpool will get the much smaller february spring conference instead in what will be seen as a placatory move.,bbc_doc/politics/004.docx
much larger,0.66,4,1,"for years the main political parties have rotated between blackpool, bournemouth and brighton. and the news the much larger annual conference is not to gather in blackpool will be seen as a blow in the coastal resort. in 1998 the party said it would not return to blackpool but did so in 2002. the following year bournemouth hosted the event before the party signed a two year deal for brighton to host the autumn conference.",bbc_doc/politics/004.docx
much,0.64,3,2,the much trailed decision was ratified by labour's ruling national executive committee in a break with the traditional choice of a seaside venue. it will be the first time since 1917 that the party has chosen manchester to host the annual event. blackpool will get the much smaller february spring conference instead in what will be seen as a placatory move.,bbc_doc/politics/004.docx
,,4,,"for years the main political parties have rotated between blackpool, bournemouth and brighton. and the news the much larger annual conference is not to gather in blackpool will be seen as a blow in the coastal resort. in 1998 the party said it would not return to blackpool but did so in 2002. the following year bournemouth hosted the event before the party signed a two year deal for brighton to host the autumn conference.",
not,0.6,2,3,"the labour party will hold its 2006 autumn conference in manchester and not blackpool, it has been confirmed.",bbc_doc/politics/004.docx
,,4,,"for years the main political parties have rotated between blackpool, bournemouth and brighton. and the news the much larger annual conference is not to gather in blackpool will be seen as a blow in the coastal resort. in 1998 the party said it would not return to blackpool but did so in 2002. the following year bournemouth hosted the event before the party signed a two year deal for brighton to host the autumn conference.",
,,5,,"colin asplin, blackpool hotel association said: ""we have tried very hard to make sure they come back to blackpool. ""obviously we have failed in that. i just hope manchester can handle the crowds. ""it amazes me that the labour party, which is a working class party, doesn't want to come to the main working class resort in the country."" the exact cost to blackpool in terms of lost revenue for hotel accommodation is not yet known but it is thought that block bookings will be taken at the major manchester hotels after the official announcement.",
exact cost,0.57,5,1,"colin asplin, blackpool hotel association said: ""we have tried very hard to make sure they come back to blackpool. ""obviously we have failed in that. i just hope manchester can handle the crowds. ""it amazes me that the labour party, which is a working class party, doesn't want to come to the main working class resort in the country."" the exact cost to blackpool in terms of lost revenue for hotel accommodation is not yet known but it is thought that block bookings will be taken at the major manchester hotels after the official announcement.",bbc_doc/politics/004.docx
get,0.55,3,1,the much trailed decision was ratified by labour's ruling national executive committee in a break with the traditional choice of a seaside venue. it will be the first time since 1917 that the party has chosen manchester to host the annual event. blackpool will get the much smaller february spring conference instead in what will be seen as a placatory move.,bbc_doc/politics/004.docx
make sure,0.55,5,1,"colin asplin, blackpool hotel association said: ""we have tried very hard to make sure they come back to blackpool. ""obviously we have failed in that. i just hope manchester can handle the crowds. ""it amazes me that the labour party, which is a working class party, doesn't want to come to the main working class resort in the country."" the exact cost to blackpool in terms of lost revenue for hotel accommodation is not yet known but it is thought that block bookings will be taken at the major manchester hotels after the official announcement.",bbc_doc/politics/004.docx
more,0.69,4,2,"mr balls, who stepped down from his treasury post to stand as a labour candidate in the election, had suggested that mr brown would meet his golden economic rule - ""with a margin to spare"". he said he hoped more would be done to build on current tax credit rules.",bbc_doc/politics/005.docx
,,7,,"his assurances came after sir digby jones said stability was all important and any extra cash should be spent on improving workers' skills. his message to the chancellor was: ""please don't give it away in any form of electioneering."" sir digby added: ""i don't think he will. i have to say he has been a prudent chancellor right the way through. stability is the key word - british business needs boring stability more than anything. ""we would say to him 'don't increase your public spending, don't give it away. but if you are going to anywhere, just add something to the competitiveness of britain, put it into skilling our people'. ""that would be a good way to spend any excess.""",
people,0.64,7,2,"his assurances came after sir digby jones said stability was all important and any extra cash should be spent on improving workers' skills. his message to the chancellor was: ""please don't give it away in any form of electioneering."" sir digby added: ""i don't think he will. i have to say he has been a prudent chancellor right the way through. stability is the key word - british business needs boring stability more than anything. ""we would say to him 'don't increase your public spending, don't give it away. but if you are going to anywhere, just add something to the competitiveness of britain, put it into skilling our people'. ""that would be a good way to spend any excess.""",bbc_doc/politics/005.docx
,,8,,"mr balls refused to say whether mr brown would remain as chancellor after the election, amid speculation he will be offered the job of foreign secretary. ""i think that gordon brown wants to be part of the successful labour government which delivers in the third term for the priorities of the people and sees off a conservative party that will take britain backwards,"" mr balls told today. prime minister tony blair has yet to name the date of the election, but most pundits are betting on 5 may.",
